station_id,state,state_name,station_name,place_name,latitude,longitude,coordinate_source,geometry_precision,monitoring_year_start,monitoring_year_end,years_with_data_count,approved_sample_count,approved_dose_reading_count,dose_equivalent_rate_avg_nsvh,dose_equivalent_rate_p95_nsvh,dose_equivalent_rate_max_nsvh,gamma_count_rate_total_avg_cpm,background_radiation_band,dominant_radiation_profile,source_dataset,location_name,total_sample_count,first_sample_at_utc,last_sample_at_utc,dose_equivalent_rate_min_nsvh,dose_equivalent_rate_median_nsvh,archive_zip_file,archive_zip_url,r02_avg_cpm,r03_avg_cpm,r04_avg_cpm,r05_avg_cpm,r06_avg_cpm,r07_avg_cpm,r08_avg_cpm,r09_avg_cpm
radnet-ak-anchorage,AK,Alaska,Anchorage,Anchorage,61.17425,-149.284329,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,122779,67778,33.57,40,97,1723.81,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AK: ANCHORAGE,122779,2008-06-05T00:49:00+00:00,2025-12-05T22:34:00+00:00,0,33,data\raw\radiation\epa_radnet\zips\ak_anchorage_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ak_anchorage_2025-2008.zip,851.44,470.67,142.72,76.19,47.07,63.04,46.7,25.99
radnet-ak-fairbanks,AK,Alaska,Fairbanks,Fairbanks,64.836531,-147.651745,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,16,105675,65538,38.48,46,203,2212.61,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AK: FAIRBANKS,105675,2009-02-24T22:29:00+00:00,2025-12-31T23:24:00+00:00,0,38,data\raw\radiation\epa_radnet\zips\ak_fairbanks_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/ak_fairbanks_2025-2009.zip,1065.78,616.45,181.91,104.85,64.5,86.78,58.76,33.6
radnet-ak-juneau,AK,Alaska,Juneau,Juneau,58.37291,-134.178445,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,112264,18645,34.49,40,99,2218.4,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AK: JUNEAU,112264,2010-07-29T20:04:00+00:00,2025-12-28T16:23:00+00:00,15,34,data\raw\radiation\epa_radnet\zips\ak_juneau_2025-2010.zip,https://www.epa.gov/system/files/other-files/2026-02/ak_juneau_2025-2010.zip,1109.94,599.47,185.47,98.32,64.51,80.39,49.45,30.88
radnet-al-birmingham,AL,Alabama,Birmingham,Birmingham,33.527174,-86.797036,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,139879,75493,53.73,61,138,4053.99,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AL: BIRMINGHAM,139879,2007-04-19T22:16:00+00:00,2025-12-31T23:55:00+00:00,44,53,data\raw\radiation\epa_radnet\zips\al_birmingham_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/al_birmingham_2025-2007.zip,2138.29,1114.81,310.19,169.37,100.22,114.94,68.94,37.24
radnet-al-mobile,AL,Alabama,Mobile,Mobile,30.668246,-88.107853,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2015,2025,11,71257,51635,43.79,50,95,3610.85,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AL: MOBILE,71257,2015-08-03T19:54:00+00:00,2025-12-31T23:03:00+00:00,36,43,data\raw\radiation\epa_radnet\zips\al_mobile_2025-2015.zip,https://www.epa.gov/system/files/other-files/2026-02/al_mobile_2025-2015.zip,1789.83,1055.01,301.48,151.5,95.73,108.25,76.62,32.42
radnet-al-montgomery,AL,Alabama,Montgomery,Montgomery,32.348503,-86.267307,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,19,118981,73238,50,57,156,3870.28,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AL: MONTGOMERY,118981,2006-06-07T15:05:00+00:00,2025-12-31T23:47:00+00:00,0,49,data\raw\radiation\epa_radnet\zips\al_montgomery_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/al_montgomery_2025-2006.zip,2000,1027.93,300.41,167.48,110.66,129.58,88.07,46.52
radnet-ar-fort_smith,AR,Arkansas,Fort Smith,Fort Smith,35.349276,-94.370883,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,109455,15746,62.78,67,116,4592.78,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AR: FORT SMITH,109455,2009-02-24T20:45:00+00:00,2025-12-31T23:51:00+00:00,56,62,data\raw\radiation\epa_radnet\zips\ar_fort_smith_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ar_fort_smith_2025-2008.zip,2150.93,1359.32,402.88,220.02,142.25,171.84,109.92,35.73
radnet-ar-little_rock,AR,Arkansas,Little Rock,Little Rock,34.725393,-92.358556,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,135810,47313,89.21,103,147,8056.44,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AR: LITTLE ROCK,135810,2008-07-28T17:36:00+00:00,2025-12-31T23:24:00+00:00,63,88,data\raw\radiation\epa_radnet\zips\ar_little_rock_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ar_little_rock_2025-2008.zip,3904.04,2365.38,686.41,360.59,233.81,280.48,167.77,57.96
radnet-az-phoenix,AZ,Arizona,Phoenix,Phoenix,33.572154,-112.090132,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,116361,72081,85.74,94,156,6224.18,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AZ: PHOENIX,116361,2007-03-23T19:08:00+00:00,2025-12-31T23:42:00+00:00,0,87,data\raw\radiation\epa_radnet\zips\az_phoenix_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/az_phoenix_2025-2007.zip,3039.04,1772.13,527.5,291.35,191,223.08,138.38,41.74
radnet-az-tucson,AZ,Arizona,Tucson,Tucson,32.153036,-110.870773,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,132890,20476,70.96,77,144,6021.7,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AZ: TUCSON,132890,2008-11-13T17:39:00+00:00,2025-12-31T23:08:00+00:00,63,70,data\raw\radiation\epa_radnet\zips\az_tucson_2024-2008.zip,https://www.epa.gov/system/files/other-files/2025-02/az_tucson_2024-2008.zip,3031.65,1701.09,480.85,262.17,164.39,206.56,129.86,45.34
radnet-az-yuma,AZ,Arizona,Yuma,Yuma,32.516286,-114.521782,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,15,72736,39362,79.09,88,139,6006.42,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,AZ: YUMA,72736,2010-04-16T20:15:00+00:00,2025-08-20T18:12:00+00:00,4,79,data\raw\radiation\epa_radnet\zips\az_yuma_2025-2010.zip,https://www.epa.gov/system/files/other-files/2026-02/az_yuma_2025-2010.zip,3007.16,1734.04,498.33,255.01,163.87,193.94,111.08,43.22
radnet-ca-anaheim,CA,California,Anaheim,Anaheim,33.855502,-117.758657,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,143572,60698,69.89,77,115,5838.55,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: ANAHEIM,143572,2007-03-29T04:11:00+00:00,2025-12-31T23:10:00+00:00,48,69,data\raw\radiation\epa_radnet\zips\ca_anaheim_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_anaheim_2025-2007.zip,2911.43,1622.64,489.87,266.03,181.77,208.62,115.69,42.48
radnet-ca-bakersfield,CA,California,Bakersfield,Bakersfield,35.353171,-119.037919,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,119785,48989,68.89,116,240,5170.65,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: BAKERSFIELD,119785,2009-02-17T22:01:00+00:00,2025-12-20T02:47:00+00:00,0,59,data\raw\radiation\epa_radnet\zips\ca_bakersfield_2024-2009.zip,https://www.epa.gov/system/files/other-files/2025-02/ca_bakersfield_2024-2009.zip,2610.48,1502.39,423.9,222.91,128.74,156.15,89.45,36.7
radnet-ca-eureka,CA,California,Eureka,Eureka,40.797594,-124.154191,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,127571,36323,37.57,41,59,3505.75,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: EUREKA,127571,2009-06-04T02:25:00+00:00,2025-12-31T23:03:00+00:00,31,37,data\raw\radiation\epa_radnet\zips\ca_eureka_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_eureka_2025-2009.zip,1660.97,1038.81,322.84,162.26,100.46,118.36,72.43,29.78
radnet-ca-fresno,CA,California,Fresno,Fresno,36.782684,-119.793359,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,17,99728,25848,52.34,58,113,6139,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: FRESNO,99728,2007-08-06T21:19:00+00:00,2025-12-31T23:09:00+00:00,44,52,data\raw\radiation\epa_radnet\zips\ca_fresno_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_fresno_2025-2007.zip,3120.2,1733.65,489.21,269.67,166.68,192.11,115.21,52.29
radnet-ca-los_angeles,CA,California,Los Angeles,Los Angeles,34.019394,-118.410825,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,136712,70554,74.9,79,96,5801.62,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: LOS ANGELES,136712,2007-03-05T19:54:00+00:00,2025-12-31T23:06:00+00:00,0,75,data\raw\radiation\epa_radnet\zips\ca_los_angeles_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_los_angeles_2025-2007.zip,2913.77,1619.14,478.07,256,171.98,197.15,121.72,43.84
radnet-ca-riverside,CA,California,Riverside,Riverside,33.938143,-117.393168,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,150792,6715,79.48,83,94,6036.47,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: RIVERSIDE,150792,2007-03-02T20:55:00+00:00,2025-12-31T23:30:00+00:00,73,79,data\raw\radiation\epa_radnet\zips\ca_riverside_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_riverside_2025-2007.zip,3025.8,1738.1,488.36,258.67,167.18,191.03,122.01,45.32
radnet-ca-sacramento,CA,California,Sacramento,Sacramento,38.567694,-121.468161,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,121576,18187,33.43,38,60,2532.86,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: SACRAMENTO,121576,2008-12-12T22:25:00+00:00,2025-12-31T23:59:00+00:00,0,33,data\raw\radiation\epa_radnet\zips\ca_sacramento_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_sacramento_2025-2008.zip,1249.22,726.49,207.07,116.49,66.6,83.6,57.19,26.25
radnet-ca-san_bernardino,CA,California,San Bernardino,San Bernardino,34.14114,-117.294635,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,148789,25333,72.47,89,209,6297.11,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: SAN BERNARDINO,148789,2007-03-01T20:27:00+00:00,2025-12-31T23:14:00+00:00,0,69,data\raw\radiation\epa_radnet\zips\ca_san_bernardino_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_san_bernardino_2025-2008.zip,3135.42,1769.97,515.33,282.73,188.5,218.25,133.46,53.45
radnet-ca-san_diego,CA,California,San Diego,San Diego,32.814977,-117.135562,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,141889,76766,99.7,110,154,7154.19,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: SAN DIEGO,141889,2006-06-12T19:02:00+00:00,2025-12-31T23:16:00+00:00,0,101,data\raw\radiation\epa_radnet\zips\ca_san_diego_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_san_diego_2025-2006.zip,3402.2,1874.56,556.25,284.64,192.92,290.47,430.08,123.07
radnet-ca-san_francisco,CA,California,San Francisco,San Francisco,37.727239,-123.032229,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,154838,37199,45.75,105,148,3418.16,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: SAN FRANCISCO,154838,2006-07-31T16:50:00+00:00,2025-12-31T23:09:00+00:00,0,32,data\raw\radiation\epa_radnet\zips\ca_san_francisco_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_san_francisco_2025-2006.zip,1643.82,953.61,294.1,168.08,117.12,132.99,82.17,26.59
radnet-ca-san_jose,CA,California,San Jose,San Jose,37.296011,-121.814552,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,143823,74902,44.42,48,92,3801.84,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CA: SAN JOSE,143823,2006-11-06T22:39:00+00:00,2025-12-31T23:00:00+00:00,0,44,data\raw\radiation\epa_radnet\zips\ca_san_jose_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/ca_san_jose_2025-2006.zip,1883.35,1053.81,310.32,172.32,112.17,136.96,93.55,39.39
radnet-co-colorado_springs,CO,Colorado,Colorado Springs,Colorado Springs,38.867255,-104.760749,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,116379,1595,127.81,136,160,9144.08,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CO: COLORADO SPRINGS,116379,2008-11-13T17:35:00+00:00,2025-12-31T23:12:00+00:00,114,128,data\raw\radiation\epa_radnet\zips\co_colorado_springs_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/co_colorado_springs_2025-2008.zip,4442.14,2676.19,770.48,411.81,256.44,313.9,188.98,84.23
radnet-co-denver,CO,Colorado,Denver,Denver,39.76185,-104.881105,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,151324,4,0,0,0,5954.72,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CO: DENVER,151324,2006-08-20T19:14:00+00:00,2025-12-31T23:25:00+00:00,0,0,data\raw\radiation\epa_radnet\zips\co_denver_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/co_denver_2025-2006.zip,3144.79,1616,467.6,248.36,158.93,177.28,97.2,44.64
radnet-co-grand_junction,CO,Colorado,Grand Junction,Grand Junction,39.089062,-108.567452,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,97898,,,,,6513.42,Dose unavailable,Gamma count-only monitor,EPA RadNet near-real-time air monitor archives,CO: GRAND JUNCTION,97898,2010-03-19T15:14:00+00:00,2025-12-31T23:55:00+00:00,,,data\raw\radiation\epa_radnet\zips\co_grand_junction_2025-2010.zip,https://www.epa.gov/system/files/other-files/2026-02/co_grand_junction_2025-2010.zip,3185.89,1954.09,549.02,285.91,167.64,206.45,116.92,50.45
radnet-ct-hartford,CT,Connecticut,Hartford,Hartford,41.765933,-72.681579,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,19,124759,6,0,0,0,5890.79,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,CT: HARTFORD,124759,2006-11-02T20:00:00+00:00,2025-12-31T23:48:00+00:00,0,0,data\raw\radiation\epa_radnet\zips\ct_hartford_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/ct_hartford_2025-2006.zip,2817.83,1699.58,567.65,300.63,184.55,189.52,93.04,37.98
radnet-dc-washington,DC,District of Columbia,Washington,Washington,38.904247,-77.016517,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,153204,73604,31.31,40,135,2887.59,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,DC: WASHINGTON,153204,2006-07-19T17:37:00+00:00,2025-12-31T23:50:00+00:00,0,30,data\raw\radiation\epa_radnet\zips\dc_washington_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/dc_washington_2025-2006.zip,1528.52,744.84,213.73,126.18,81.56,96.94,60.11,35.77
radnet-de-dover,DE,Delaware,Dover,Dover,39.160602,-75.521659,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,109571,35432,47.64,65,156,3212.38,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,DE: DOVER,109571,2008-12-18T22:05:00+00:00,2025-12-31T23:19:00+00:00,36,45,data\raw\radiation\epa_radnet\zips\de_dover_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/de_dover_2025-2008.zip,1556.62,915.42,281.78,150.57,95.05,117.75,69.62,25.56
radnet-fl-jacksonville,FL,Florida,Jacksonville,Jacksonville,30.336864,-81.661603,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,112395,46509,42.53,84,172,2781.8,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,FL: JACKSONVILLE,112395,2007-08-15T18:21:00+00:00,2025-12-31T23:56:00+00:00,30,36,data\raw\radiation\epa_radnet\zips\fl_jacksonville_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/fl_jacksonville_2025-2007.zip,1389.87,772.51,229.67,123.37,80.87,98.76,61.23,25.52
radnet-fl-miami,FL,Florida,Miami,Miami,25.775163,-80.208615,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,115764,39819,50.65,75,121,4840.49,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,FL: MIAMI,115764,2007-04-10T20:40:00+00:00,2025-12-31T23:07:00+00:00,0,48,data\raw\radiation\epa_radnet\zips\fl_miami_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/fl_miami_2025-2007.zip,2401.27,1374.25,448.53,231.09,135.33,140.24,70.92,39.11
radnet-fl-orlando,FL,Florida,Orlando,Orlando,28.40865,-81.254805,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,127934,30273,31.32,34,85,3000.17,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,FL: ORLANDO,127934,2007-04-12T18:45:00+00:00,2025-12-31T23:12:00+00:00,0,31,data\raw\radiation\epa_radnet\zips\fl_orlando_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/fl_orlando_2025-2007.zip,1506.54,851.26,249.05,131.65,80.79,94.42,56.45,30.03
radnet-fl-tallahassee,FL,Florida,Tallahassee,Tallahassee,30.453529,-84.252272,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,116761,68559,55.13,61,114,4812.41,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,FL: TALLAHASSEE,116761,2009-05-14T09:45:00+00:00,2025-12-31T23:09:00+00:00,0,55,data\raw\radiation\epa_radnet\zips\fl_tallahassee_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/fl_tallahassee_2025-2009.zip,2375.27,1404.53,406.56,213.64,125.93,146.46,88.82,51.25
radnet-fl-tampa,FL,Florida,Tampa,Tampa,27.970086,-82.479673,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,119157,64653,31.12,35,67,2249.27,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,FL: TAMPA,119157,2008-02-14T19:15:00+00:00,2025-12-31T23:00:00+00:00,0,32,data\raw\radiation\epa_radnet\zips\fl_tampa_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/fl_tampa_2025-2008.zip,1061.5,607.01,184.52,105.95,68.23,97.02,75.02,50.02
radnet-ga-atlanta,GA,Georgia,Atlanta,Atlanta,33.762909,-84.422675,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,134276,52210,73.75,85,174,6042.59,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,GA: ATLANTA,134276,2006-07-17T19:52:00+00:00,2025-12-31T23:18:00+00:00,58,72,data\raw\radiation\epa_radnet\zips\ga_atlanta_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/ga_atlanta_2025-2006.zip,3043.36,1588.18,469.04,257.61,180.71,236.45,198.45,68.82
radnet-ga-augusta,GA,Georgia,Augusta-Richmond County,Augusta-Richmond County,33.365531,-82.073422,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,129614,49073,68.05,80,167,6797.79,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,GA: AUGUSTA,129614,2008-08-12T20:11:00+00:00,2025-12-31T23:22:00+00:00,0,70,data\raw\radiation\epa_radnet\zips\ga_augusta_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/ga_augusta_2025-2008.zip,3433.15,1985.71,552.38,286.82,174.45,186.29,120.34,58.66
radnet-hi-honolulu,HI,Hawaii,Urban Honolulu,Urban Honolulu,21.324347,-157.84764,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,17,127047,51945,32.07,34,51,2051.74,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,HI: HONOLULU,127047,2008-04-22T22:25:00+00:00,2025-12-31T23:59:00+00:00,0,32,data\raw\radiation\epa_radnet\zips\hi_honolulu_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/hi_honolulu_2025-2008.zip,995.21,532.99,168.77,93.99,63.04,83.46,64.25,50.09
radnet-ia-des_moines,IA,Iowa,Des Moines,Des Moines,41.57259,-93.610243,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,142742,7309,48.13,58,250,3957.18,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IA: DES MOINES,142742,2007-10-26T19:06:00+00:00,2025-12-31T23:18:00+00:00,5,47,data\raw\radiation\epa_radnet\zips\ia_des_moines_2025-2007.zip,https://www.epa.gov/system/files/other-files/2026-02/ia_des_moines_2025-2007.zip,1874.4,1152.45,337.38,195.97,134.6,139.02,85.64,37.73
radnet-ia-fort_madison,IA,Iowa,Fort Madison,Fort Madison,40.621463,-91.346257,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2016,2025,10,51338,16738,40.2,59,136,4518.2,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IA: FORT MADISON,51338,2016-09-02T18:19:00+00:00,2025-12-31T23:51:00+00:00,0,46,data\raw\radiation\epa_radnet\zips\ia_fort_madison_2025-2016.zip,https://www.epa.gov/system/files/other-files/2026-02/ia_fort_madison_2025-2016.zip,2095.7,1287.25,386.59,221.84,144.51,192.32,131.38,58.6
radnet-ia-mason_city,IA,Iowa,Mason City,Mason City,43.147762,-93.200403,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,117119,36008,69.87,135,231,5157.28,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IA: MASON CITY,117119,2009-09-15T17:53:00+00:00,2025-12-31T23:49:00+00:00,43,60,data\raw\radiation\epa_radnet\zips\ia_mason_city_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/ia_mason_city_2025-2009.zip,2357.06,1589.39,470.76,250.39,150.57,185.15,110.26,43.7
radnet-id-boise,ID,Idaho,Boise City,Boise City,43.599335,-116.229817,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2012,2025,14,103138,13516,71.12,80,194,5327.34,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,ID: BOISE,103138,2012-10-17T22:06:00+00:00,2025-12-31T23:55:00+00:00,61,70,data\raw\radiation\epa_radnet\zips\id_boise_2025-2012.zip,https://www.epa.gov/system/files/other-files/2026-02/id_boise_2025-2012.zip,2717.44,1549.27,430.85,224.77,128.5,151.31,92.64,32.56
radnet-id-idaho_falls,ID,Idaho,Idaho Falls,Idaho Falls,43.489616,-112.03534,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,133822,47231,102.8,128,231,6555.66,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,ID: IDAHO FALLS,133822,2008-06-19T18:15:00+00:00,2025-12-31T23:02:00+00:00,63,102,data\raw\radiation\epa_radnet\zips\id_idaho_falls_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/id_idaho_falls_2025-2008.zip,3242.03,1900.57,553.22,298.96,177.29,208.2,127.8,47.6
radnet-il-aurora,IL,Illinois,Aurora,Aurora,41.763455,-88.290099,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,125415,21878,53.57,60,135,3664.61,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IL: AURORA,125415,2009-10-08T18:14:00+00:00,2025-12-31T23:07:00+00:00,0,53,data\raw\radiation\epa_radnet\zips\il_aurora_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/il_aurora_2025-2009.zip,1803.01,1047.75,306.48,168.7,100.61,130.98,72.41,34.69
radnet-il-champaign,IL,Illinois,Champaign,Champaign,40.114099,-88.274619,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2012,2025,14,103289,57209,68.92,92,179,4905.48,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IL: CHAMPAIGN,103289,2012-08-29T20:02:00+00:00,2025-12-31T23:17:00+00:00,48,67,data\raw\radiation\epa_radnet\zips\il_champaign_2025-2012.zip,https://www.epa.gov/system/files/other-files/2026-02/il_champaign_2025-2012.zip,2343.88,1429.58,418.49,235.13,142.89,178.86,109.93,46.72
radnet-il-chicago,IL,Illinois,Chicago,Chicago,41.837045,-87.684939,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,119106,54739,50.38,85,217,3422.78,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,IL: CHICAGO,119106,2006-12-21T01:31:00+00:00,2025-12-31T23:49:00+00:00,0,45,data\raw\radiation\epa_radnet\zips\il_chicago_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/il_chicago_2025-2006.zip,1767.49,912.37,271.6,153.29,99,118.53,68.13,32.75
